t,s,i,r,m
405,58956827.17332456,6.028154396937069e-05,975366.5928851952,67806.23372998682
406,58956827.17332456,5.612625876940345e-05,975366.5928890804,67806.23373025694
407,58956827.17332456,5.2257457086695965e-05,975366.5928926978,67806.2337305084
408,58956827.17332456,4.865509739920371e-05,975366.592896066,67806.23373074255
409,58956827.17332456,4.5300890803234755e-05,975366.5928992023,67806.23373096058
410,58956827.17332456,4.21780065658174e-05,975366.5929021221,67806.23373116356
411,58956827.17332456,3.927046868774703e-05,975366.5929048407,67806.23373135255
412,58956827.17332456,3.65632892295549e-05,975366.5929073718,67806.23373152853
413,58956827.17332456,3.40426139077723e-05,975366.5929097289,67806.23373169238
414,58956827.17332456,3.169582712523133e-05,975366.5929119231,67806.23373184491
415,58956827.17332456,2.9510918231008167e-05,975366.592913966,67806.23373198694
416,58956827.17332456,2.7476604926203007e-05,975366.592915868,67806.23373211916
417,58956827.17332456,2.558238018744617e-05,975366.5929176391,67806.23373224228
418,58956827.17332456,2.381880290846232e-05,975366.5929192881,67806.23373235691
419,58956827.17332456,2.217687254266079e-05,975366.5929208233,67806.23373246365
420,58956827.17332456,2.0648128329674896e-05,975366.5929222526,67806.23373256302
421,58956827.17332456,1.9224657694497128e-05,975366.5929235835,67806.23373265553
422,58956827.17332456,1.7899394914256162e-05,975366.5929248226,67806.23373274168
423,58956827.17332456,1.666561276200327e-05,975366.5929259763,67806.23373282187
424,58956827.17332456,1.5516947601096086e-05,975366.5929270502,67806.23373289654
425,58956827.17332456,1.4447391089550246e-05,975366.5929280503,67806.23373296607
426,58956827.17332456,1.3451340045322802e-05,975366.5929289816,67806.2337330308
427,58956827.17332456,1.2523968049567228e-05,975366.5929298487,67806.23373309108
428,58956827.17332456,1.1660582407864845e-05,975366.5929306559,67806.2337331472
429,58956827.17332456,1.0856745550399424e-05,975366.5929314075,67806.23373319945
430,58956827.17332456,1.0108276541395645e-05,975366.5929321073,67806.2337332481
431,58956827.17332456,9.411298866416224e-06,975366.592932759,67806.23373329341
432,58956827.17332456,8.762415162316887e-06,975366.5929333657,67806.23373333558
433,58956827.17332456,8.158326660264744e-06,975366.5929339306,67806.23373337484
434,58956827.17332456,7.595921941909445e-06,975366.5929344564,67806.2337334114
435,58956827.17332456,7.072263152641906e-06,975366.592934946,67806.23373344544
436,58956827.17332456,6.5846456611164805e-06,975366.592935402,67806.23373347713
437,58956827.17332456,6.1306931640277156e-06,975366.5929358264,67806.23373350665
438,58956827.17332456,5.708083116779757e-06,975366.5929362215,67806.23373353411
439,58956827.17332456,5.314625141823748e-06,975366.5929365895,67806.23373355968
440,58956827.17332456,4.94824654594605e-06,975366.592936932,67806.2337335835
441,58956827.17332456,4.607064853926501e-06,975366.5929372511,67806.23373360568
442,58956827.17332456,4.289425877537768e-06,975366.5929375481,67806.23373362633
443,58956827.17332456,3.993706690335968e-06,975366.5929378245,67806.23373364555
444,58956827.17332456,3.718382823468212e-06,975366.592938082,67806.23373366345
445,58956827.17332456,3.4620164911313717e-06,975366.5929383216,67806.23373368011
446,58956827.17332456,3.2232348203128842e-06,975366.5929385449,67806.23373369564
447,58956827.17332456,3.0010602102865955e-06,975366.5929387527,67806.23373371008
448,58956827.17332456,2.794186930127633e-06,975366.5929389461,67806.23373372352
449,58956827.17332456,2.6015724348678043e-06,975366.5929391262,67806.23373373604
450,58956827.17332456,2.42221450643201e-06,975366.5929392938,67806.2337337477
451,58956827.17332456,2.255231117326245e-06,975366.59293945,67806.23373375855
452,58956827.17332456,2.0998015666431565e-06,975366.5929395953,67806.23373376866
453,58956827.17332456,1.9551123441569688e-06,975366.5929397306,67806.23373377806
454,58956827.17332456,1.8203985977033214e-06,975366.5929398566,67806.23373378682
455,58956827.17332456,1.6949441331792705e-06,975366.5929399739,67806.23373379497
456,58956827.17332456,1.5780814145432885e-06,975366.5929400831,67806.23373380255
457,58956827.17332456,1.4692011434670553e-06,975366.5929401851,67806.23373380965
458,58956827.17332456,1.3677609657419158e-06,975366.5929402799,67806.23373381625
459,58956827.17332456,1.2732553804881174e-06,975366.5929403682,67806.23373382239
460,58956827.17332456,1.1852290234721838e-06,975366.5929404505,67806.2337338281
461,58956827.17332456,1.1032772297977523e-06,975366.5929405271,67806.23373383343
462,58956827.17332456,1.0270460339055734e-06,975366.5929405985,67806.2337338384
463,58956827.17332456,9.56200665312202e-07,975366.5929406645,67806.233733843
464,58956827.17332456,8.902478048780013e-07,975366.5929407262,67806.23373384727
465,58956827.17332456,8.288243840572606e-07,975366.5929407837,67806.23373385127
466,58956827.17332456,7.716283949530411e-07,975366.5929408371,67806.23373385498
467,58956827.17332456,7.183903389930325e-07,975366.592940887,67806.23373385845
468,58956827.17332456,6.688732269295541e-07,975366.5929409333,67806.23373386166
469,58956827.17332456,6.228694177686046e-07,975366.5929409763,67806.23373386466
470,58956827.17332456,5.800753273404806e-07,975366.5929410163,67806.23373386744
471,58956827.17332456,5.402166468371668e-07,975366.5929410536,67806.23373387003
472,58956827.17332456,5.030863651345885e-07,975366.5929410883,67806.23373387245
473,58956827.17332456,4.6849746120483824e-07,975366.5929411206,67806.23373387469
474,58956827.17332456,4.3628290411617447e-07,975366.5929411508,67806.23373387678
475,58956827.17332456,4.062956530330224e-07,975366.5929411787,67806.23373387873
476,58956827.17332456,3.7785377680959753e-07,975366.5929412054,67806.23373388058
477,58956827.17332456,3.5211747088808296e-07,975366.5929412295,67806.23373388225
478,58956827.17332456,3.2799982838330103e-07,975366.5929412519,67806.23373388383
479,58956827.17332456,3.0544487738946e-07,975366.5929412731,67806.23373388528
480,58956827.17332456,2.843966460007679e-07,975366.5929412928,67806.23373388666
481,58956827.17332456,2.647991623114329e-07,975366.5929413111,67806.23373388793
482,58956827.17332456,2.4658286647395527e-07,975366.5929413281,67806.23373388912
483,58956827.17332456,2.296262883107225e-07,975366.5929413439,67806.23373389021
484,58956827.17332456,2.1384842302424637e-07,975366.5929413587,67806.23373389123
485,58956827.17332456,1.9917416768655695e-07,975366.5929413724,67806.2337338922
486,58956827.17332456,1.8552841936968422e-07,975366.5929413851,67806.23373389308
487,58956827.17332456,1.7283607514565823e-07,975366.592941397,67806.2337338939
488,58956827.17332456,1.610220320865089e-07,975366.592941408,67806.23373389468
489,58956827.17332456,1.5001118726426633e-07,975366.5929414183,67806.23373389538
490,58956827.17332456,1.3975623487660117e-07,975366.5929414278,67806.23373389605
491,58956827.17332456,1.3023372281982397e-07,975366.5929414368,67806.23373389668
492,58956827.17332456,1.2138575060683965e-07,975366.5929414451,67806.23373389724
493,58956827.17332456,1.1315404626055148e-07,975366.5929414527,67806.23373389778
494,58956827.17332456,1.0548033780386265e-07,975366.5929414599,67806.23373389828
495,58956827.17332456,9.830635325967639e-08,975366.5929414666,67806.23373389874
496,58956827.17332456,9.157382065089591e-08,975366.592941473,67806.23373389918
497,58956827.17332456,8.522658263146345e-08,975366.5929414788,67806.2337338996
498,58956827.17332456,7.928814851408496e-08,975366.5929414844,67806.23373389998
499,58956827.17332456,7.376350782940975e-08,975366.5929414895,67806.23373390034
500,58956827.17332456,6.862357250301506e-08,975366.5929414943,67806.23373390066
501,58956827.17332456,6.383925446047824e-08,975366.5929414987,67806.23373390098
502,58956827.17332456,5.9381465627376585e-08,975366.592941503,67806.23373390127
503,58956827.17332456,5.5221117929287387e-08,975366.5929415068,67806.23373390154
504,58956827.17332456,5.132912329178795e-08,975366.5929415105,67806.2337339018
505,58956827.17332456,4.663111085251591e-08,975366.5929415149,67806.2337339021
506,58956827.17332456,4.36215291749025e-08,975366.5929415177,67806.23373390229
507,58956827.17332456,4.075387149040807e-08,975366.5929415203,67806.23373390248
508,58956827.17332456,3.802813779903263e-08,975366.592941523,67806.23373390266
509,58956827.17332456,3.5444328100776163e-08,975366.5929415253,67806.23373390283
510,58956827.17332456,3.3002442395638676e-08,975366.5929415276,67806.23373390298
511,58956827.17332456,3.0702480683620175e-08,975366.5929415298,67806.23373390314
512,58956827.17332456,2.854444296472065e-08,975366.5929415317,67806.23373390327
513,58956827.17332456,2.65217053020875e-08,975366.5929415337,67806.23373390341
514,58956827.17332456,2.4620248076082704e-08,975366.5929415354,67806.23373390353
515,58956827.17332456,2.2839616697025147e-08,975366.5929415372,67806.23373390366
516,58956827.17332456,2.1179811164914834e-08,975366.5929415387,67806.23373390376
517,58956827.17332456,1.9640831479751758e-08,975366.5929415401,67806.23373390386
518,58956827.17332456,1.8222677641535925e-08,975366.5929415415,67806.23373390394
519,58956827.17332456,1.692534965026733e-08,975366.5929415426,67806.23373390402
520,58956827.17332456,1.5748847505945976e-08,975366.5929415438,67806.23373390411
521,58956827.17332456,1.4677361958210529e-08,975366.5929415447,67806.23373390417
522,58956827.17332456,1.3671239701090342e-08,975366.5929415456,67806.23373390424
523,58956827.17332456,1.2728577566589486e-08,975366.5929415466,67806.2337339043
524,58956827.17332456,1.184937555470796e-08,975366.5929415474,67806.23373390436
525,58956827.17332456,1.1033633665445763e-08,975366.5929415482,67806.23373390442
526,58956827.17332456,1.0281351898802895e-08,975366.5929415488,67806.23373390446
527,58956827.17332456,9.592530254779357e-09,975366.5929415495,67806.2337339045
528,58956827.17332456,8.967168733375149e-09,975366.5929415501,67806.23373390453
529,58956827.17332456,8.397179751484408e-09,975366.5929415505,67806.23373390459
530,58956827.17332456,7.858508706267126e-09,975366.5929415511,67806.23373390462
531,58956827.17332456,7.349559587062091e-09,975366.5929415516,67806.23373390465
532,58956827.17332456,6.870332393869302e-09,975366.5929415519,67806.23373390468
533,58956827.17332456,6.4208271266887595e-09,975366.5929415524,67806.23373390471
534,58956827.17332456,6.001043785520464e-09,975366.5929415529,67806.23373390474
535,58956827.17332456,5.610982370364414e-09,975366.5929415532,67806.23373390477
536,58956827.17332456,5.250642881220611e-09,975366.5929415534,67806.23373390478
537,58956827.17332456,4.917340273370096e-09,975366.5929415538,67806.23373390481
538,58956827.17332456,4.601579135278752e-09,975366.5929415541,67806.23373390482
539,58956827.17332456,4.302527511477421e-09,975366.5929415545,67806.23373390485
540,58956827.17332456,4.020185401966103e-09,975366.5929415547,67806.23373390487
541,58956827.17332456,3.754552806744799e-09,975366.592941555,67806.23373390488
542,58956827.17332456,3.505629725813508e-09,975366.5929415551,67806.2337339049
543,58956827.17332456,3.27341615917223e-09,975366.5929415553,67806.23373390491
544,58956827.17332456,3.0579121068209653e-09,975366.5929415555,67806.23373390493
545,58956827.17332456,2.8580282037410047e-09,975366.5929415558,67806.23373390494
546,58956827.17332456,2.6691613737887664e-09,975366.592941556,67806.23373390496
547,58956827.17332456,2.490795938220121e-09,975366.5929415561,67806.23373390497
548,58956827.17332456,2.322931897035068e-09,975366.5929415564,67806.23373390498
549,58956827.17332456,2.1655692502336076e-09,975366.5929415565,67806.23373390498
550,58956827.17332456,2.0187079978157396e-09,975366.5929415566,67806.233733905
551,58956827.17332456,1.882348139781464e-09,975366.5929415567,67806.233733905
552,58956827.17332456,1.7564896761307808e-09,975366.5929415568,67806.23373390503
553,58956827.17332456,1.6405069734522405e-09,975366.5929415568,67806.23373390503
554,58956827.17332456,1.5312179213028312e-09,975366.5929415569,67806.23373390503
555,58956827.17332456,1.4281772509118302e-09,975366.592941557,67806.23373390503
556,58956827.17332456,1.331384962279237e-09,975366.5929415572,67806.23373390504
557,58956827.17332456,1.240841055405052e-09,975366.5929415573,67806.23373390506
558,58956827.17332456,1.1565455302892752e-09,975366.5929415573,67806.23373390506
559,58956827.17332456,1.0784983869319063e-09,975366.5929415574,67806.23373390506
560,58956827.17332456,1.0066996253329455e-09,975366.5929415575,67806.23373390507
561,58956827.17332456,9.40815876589477e-10,975366.5929415576,67806.23373390507
562,58956827.17332456,8.787849340718385e-10,975366.5929415576,67806.23373390507
563,58956827.17332456,8.202525531645055e-10,975366.5929415578,67806.23373390507
564,58956827.17332456,7.652187338674781e-10,975366.5929415578,67806.23373390507
565,58956827.17332456,7.136834761807561e-10,975366.5929415579,67806.23373390509
566,58956827.17332456,6.656467801043397e-10,975366.5929415579,67806.23373390509
567,58956827.17332456,6.21108645638229e-10,975366.5929415579,67806.23373390509
568,58956827.17332456,5.800690727824237e-10,975366.592941558,67806.2337339051
569,58956827.17332456,5.296072443161785e-10,975366.5929415581,67806.2337339051
570,58956827.17332456,4.6537375430055023e-10,975366.5929415581,67806.2337339051
571,58956827.17332456,4.0327250812031117e-10,975366.5929415582,67806.2337339051
572,58956827.17332456,3.43303505775461e-10,975366.5929415582,67806.2337339051
573,58956827.17332456,2.854667472659998e-10,975366.5929415583,67806.23373390512
574,58956827.17332456,2.297622325919279e-10,975366.5929415583,67806.23373390512
575,58956827.17332456,1.761899617532449e-10,975366.5929415585,67806.23373390513
576,58956827.17332456,1.2474993474995083e-10,975366.5929415585,67806.23373390513
577,58956827.17332456,7.544215158204575e-11,975366.5929415585,67806.23373390513
578,58956827.17332456,2.8266612249529765e-11,975366.5929415585,67806.23373390513
579,58956827.17332456,-1.6776683247597127e-11,975366.5929415585,67806.23373390513
580,58956827.17332456,-5.968773490933487e-11,975366.5929415586,67806.23373390514
581,58956827.17332456,-1.0046654273568384e-10,975366.5929415586,67806.23373390514
582,58956827.17332456,-1.3911310672664376e-10,975366.5929415586,67806.23373390514
583,58956827.17332456,-1.7562742688221448e-10,975366.5929415587,67806.23373390514
584,58956827.17332456,-2.1000950320239635e-10,975366.5929415587,67806.23373390514
585,58956827.17332456,-2.42259335687189e-10,975366.5929415587,67806.23373390514
586,58956827.17332456,-2.723769243365928e-10,975366.5929415587,67806.23373390514
587,58956827.17332456,-3.003622691506075e-10,975366.5929415588,67806.23373390516
588,58956827.17332456,-3.262153701292332e-10,975366.5929415588,67806.23373390516
589,58956827.17332456,-3.499362272724699e-10,975366.5929415588,67806.23373390516
590,58956827.17332456,-3.715248405803175e-10,975366.5929415588,67806.23373390516
591,58956827.17332456,-3.9098121005277613e-10,975366.5929415588,67806.23373390516
592,58956827.17332456,-4.0830533568984564e-10,975366.5929415589,67806.23373390516
593,58956827.17332456,-4.234972174915262e-10,975366.5929415589,67806.23373390516
594,58956827.17332456,-4.3655685545781773e-10,975366.5929415589,67806.23373390516
595,58956827.17332456,-4.474842495887202e-10,975366.5929415589,67806.23373390516
596,58956827.17332456,-4.562793998842337e-10,975366.5929415589,67806.23373390516
597,58956827.17332456,-4.629423063443581e-10,975366.5929415589,67806.23373390516
598,58956827.17332456,-4.674729689690935e-10,975366.5929415589,67806.23373390516
599,58956827.17332456,-4.698713877584399e-10,975366.5929415589,67806.23373390516
600,58956827.17332456,-4.701375627123973e-10,975366.5929415589,67806.23373390516
601,58956827.17332456,-4.682714938309656e-10,975366.5929415589,67806.23373390516
602,58956827.17332456,-4.642731811141449e-10,975366.5929415589,67806.23373390516
603,58956827.17332456,-4.581426245619352e-10,975366.5929415589,67806.23373390516
604,58956827.17332456,-4.4987982417433643e-10,975366.5929415589,67806.23373390516
605,58956827.17332456,-4.3948477995134866e-10,975366.5929415589,67806.23373390516
606,58956827.17332456,-4.2695749189297184e-10,975366.5929415589,67806.23373390516
607,58956827.17332456,-4.1229795999920603e-10,975366.5929415589,67806.23373390516
608,58956827.17332456,-3.9550618427005113e-10,975366.5929415589,67806.23373390516
609,58956827.17332456,-3.7658216470550724e-10,975366.5929415588,67806.23373390516
610,58956827.17332456,-3.5552590130557437e-10,975366.5929415588,67806.23373390516
611,58956827.17332456,-3.367786518195705e-10,975366.5929415588,67806.23373390516
612,58956827.17332456,-3.4550431436126745e-10,975366.5929415588,67806.23373390516
613,58956827.17332456,-3.53660343108879e-10,975366.5929415588,67806.23373390516
614,58956827.17332456,-3.612467380624052e-10,975366.5929415588,67806.23373390516
615,58956827.17332456,-3.682634992218458e-10,975366.5929415588,67806.23373390516
616,58956827.17332456,-3.7471062658720107e-10,975366.5929415588,67806.23373390516
617,58956827.17332456,-3.805881201584709e-10,975366.5929415588,67806.23373390516
618,58956827.17332456,-3.858959799356552e-10,975366.5929415589,67806.23373390516
619,58956827.17332456,-3.906342059187541e-10,975366.5929415589,67806.23373390516
620,58956827.17332456,-3.948027981077675e-10,975366.5929415589,67806.23373390516
621,58956827.17332456,-3.9840175650269554e-10,975366.5929415589,67806.23373390516
622,58956827.17332456,-4.014310811035381e-10,975366.5929415589,67806.23373390516
623,58956827.17332456,-4.038907719102952e-10,975366.5929415589,67806.23373390516
624,58956827.17332456,-4.057808289229669e-10,975366.5929415589,67806.23373390516
625,58956827.17332456,-4.0710125214155314e-10,975366.5929415589,67806.23373390516
626,58956827.17332456,-4.078520415660539e-10,975366.5929415589,67806.23373390516
627,58956827.17332456,-4.0803319719646924e-10,975366.5929415589,67806.23373390516
628,58956827.17332456,-4.076447190327991e-10,975366.5929415589,67806.23373390516
629,58956827.17332456,-4.066866070750436e-10,975366.5929415589,67806.23373390516
630,58956827.17332456,-4.0515886132320263e-10,975366.5929415589,67806.23373390516
631,58956827.17332456,-4.0306148177727616e-10,975366.5929415589,67806.23373390516
632,58956827.17332456,-4.003944684372643e-10,975366.5929415589,67806.23373390516
633,58956827.17332456,-3.971578213031669e-10,975366.5929415589,67806.23373390516
634,58956827.17332456,-3.9335154037498416e-10,975366.5929415589,67806.23373390516
635,58956827.17332456,-3.889756256527159e-10,975366.5929415589,67806.23373390516
636,58956827.17332456,-3.8403007713636225e-10,975366.5929415588,67806.23373390516
637,58956827.17332456,-3.785148948259231e-10,975366.5929415588,67806.23373390516
638,58956827.17332456,-3.7243007872139857e-10,975366.5929415588,67806.23373390516
639,58956827.17332456,-3.657756288227886e-10,975366.5929415588,67806.23373390516
640,58956827.17332456,-3.585515451300931e-10,975366.5929415588,67806.23373390516
641,58956827.17332456,-3.507578276433122e-10,975366.5929415588,67806.23373390516
642,58956827.17332456,-3.423944763624459e-10,975366.5929415588,67806.23373390516
643,58956827.17332456,-3.3346149128749414e-10,975366.5929415588,67806.23373390516
644,58956827.17332456,-3.2395887241845693e-10,975366.5929415588,67806.23373390516
645,58956827.17332456,-3.138866197553342e-10,975366.5929415588,67806.23373390516
646,58956827.17332456,-3.032447332981261e-10,975366.5929415588,67806.23373390516
647,58956827.17332456,-2.920332130468325e-10,975366.5929415588,67806.23373390516
648,58956827.17332456,-2.8025205900145353e-10,975366.5929415588,67806.23373390516
649,58956827.17332456,-2.679012711619891e-10,975366.5929415587,67806.23373390514
650,58956827.17332456,-2.5498084952843916e-10,975366.5929415587,67806.23373390514
651,58956827.17332456,-2.4149079410080384e-10,975366.5929415587,67806.23373390514
652,58956827.17332456,-2.2743110487908304e-10,975366.5929415587,67806.23373390514
653,58956827.17332456,-2.128017818632768e-10,975366.5929415587,67806.23373390514
654,58956827.17332456,-2.213734613066564e-10,975366.5929415587,67806.23373390514
655,58956827.17332456,-2.1738352965877521e-10,975366.5929415587,67806.23373390514
656,58956827.17332456,-2.1339359801089402e-10,975366.5929415587,67806.23373390514
657,58956827.17332456,-2.0940366636301282e-10,975366.5929415587,67806.23373390514
658,58956827.17332456,-2.0541373471513162e-10,975366.5929415587,67806.23373390514
659,58956827.17332456,-2.0142380306725042e-10,975366.5929415587,67806.23373390514
660,58956827.17332456,-1.9743387141936922e-10,975366.5929415587,67806.23373390514
661,58956827.17332456,-1.9344393977148803e-10,975366.5929415587,67806.23373390514
662,58956827.17332456,-1.8945400812360683e-10,975366.5929415587,67806.23373390514
663,58956827.17332456,-1.854640764757256e-10,975366.5929415587,67806.23373390514
664,58956827.17332456,-1.8147414482784443e-10,975366.5929415587,67806.23373390514
665,58956827.17332456,-1.774842131799632e-10,975366.5929415587,67806.23373390514
666,58956827.17332456,-1.73494281532082e-10,975366.5929415587,67806.23373390514
667,58956827.17332456,-1.6950434988420084e-10,975366.5929415587,67806.23373390514
668,58956827.17332456,-1.6551441823631962e-10,975366.5929415587,67806.23373390514
669,58956827.17332456,-1.615244865884384e-10,975366.5929415587,67806.23373390514
670,58956827.17332456,-1.5753455494055722e-10,975366.5929415587,67806.23373390514
671,58956827.17332456,-1.5354462329267602e-10,975366.5929415587,67806.23373390514
672,58956827.17332456,-1.4955469164479483e-10,975366.5929415587,67806.23373390514
673,58956827.17332456,-1.4556475999691363e-10,975366.5929415587,67806.23373390514
674,58956827.17332456,-1.415748283490324e-10,975366.5929415587,67806.23373390514
675,58956827.17332456,-1.375848967011512e-10,975366.5929415587,67806.23373390514
676,58956827.17332456,-1.3359496505327e-10,975366.5929415587,67806.23373390514
677,58956827.17332456,-1.296050334053888e-10,975366.5929415587,67806.23373390514
678,58956827.17332456,-1.2561510175750761e-10,975366.5929415587,67806.23373390514
679,58956827.17332456,-1.2162517010962642e-10,975366.5929415587,67806.23373390514
680,58956827.17332456,-1.1763523846174522e-10,975366.5929415587,67806.23373390514
681,58956827.17332456,-1.1364530681386402e-10,975366.5929415586,67806.23373390514
682,58956827.17332456,-1.0965537516598282e-10,975366.5929415586,67806.23373390514
683,58956827.17332456,-1.0566544351810162e-10,975366.5929415586,67806.23373390514
684,58956827.17332456,-1.0167551187022043e-10,975366.5929415586,67806.23373390514
685,58956827.17332456,-9.768558022233923e-11,975366.5929415586,67806.23373390514
686,58956827.17332456,-9.369564857445802e-11,975366.5929415586,67806.23373390514
687,58956827.17332456,-8.970571692657682e-11,975366.5929415586,67806.23373390514
688,58956827.17332456,-8.571578527869561e-11,975366.5929415586,67806.23373390514
689,58956827.17332456,-8.172585363081441e-11,975366.5929415586,67806.23373390514
690,58956827.17332456,-7.773592198293321e-11,975366.5929415586,67806.23373390514
691,58956827.17332456,-7.374599033505202e-11,975366.5929415586,67806.23373390514
692,58956827.17332456,-6.975605868717082e-11,975366.5929415586,67806.23373390514
693,58956827.17332456,-6.576612703928962e-11,975366.5929415586,67806.23373390514
694,58956827.17332456,-6.177619539140842e-11,975366.5929415586,67806.23373390514
695,58956827.17332456,-5.778626374352722e-11,975366.5929415586,67806.23373390514
696,58956827.17332456,-5.579306371294726e-11,975366.5929415585,67806.23373390513
697,58956827.17332456,-5.5665427624937935e-11,975366.5929415585,67806.23373390513
698,58956827.17332456,-5.5537791536928604e-11,975366.5929415585,67806.23373390513
699,58956827.17332456,-5.5410155448919285e-11,975366.5929415585,67806.23373390513
700,58956827.17332456,-5.528251936090996e-11,975366.5929415585,67806.23373390513
701,58956827.17332456,-5.5154883272900635e-11,975366.5929415585,67806.23373390513
702,58956827.17332456,-5.502724718489131e-11,975366.5929415585,67806.23373390513
703,58956827.17332456,-5.4899611096881985e-11,975366.5929415585,67806.23373390513
704,58956827.17332456,-5.477197500887266e-11,975366.5929415585,67806.23373390513
705,58956827.17332456,-5.4644338920863336e-11,975366.5929415585,67806.23373390513
706,58956827.17332456,-5.451670283285401e-11,975366.5929415585,67806.23373390513
707,58956827.17332456,-5.4389066744844686e-11,975366.5929415585,67806.23373390513
708,58956827.17332456,-5.426143065683537e-11,975366.5929415585,67806.23373390513
709,58956827.17332456,-5.4133794568826036e-11,975366.5929415585,67806.23373390513
710,58956827.17332456,-5.400615848081671e-11,975366.5929415585,67806.23373390513
711,58956827.17332456,-5.387852239280739e-11,975366.5929415585,67806.23373390513
712,58956827.17332456,-5.375088630479806e-11,975366.5929415585,67806.23373390513
713,58956827.17332456,-5.362325021678874e-11,975366.5929415585,67806.23373390513
714,58956827.17332456,-5.349561412877942e-11,975366.5929415585,67806.23373390513
715,58956827.17332456,-5.3367978040770086e-11,975366.5929415585,67806.23373390513
716,58956827.17332456,-5.324034195276077e-11,975366.5929415585,67806.23373390513
717,58956827.17332456,-5.3112705864751436e-11,975366.5929415585,67806.23373390513
718,58956827.17332456,-5.298506977674212e-11,975366.5929415585,67806.23373390513
719,58956827.17332456,-5.285743368873279e-11,975366.5929415585,67806.23373390513
