date,t,R0=0.5,R0=1,R0=1.1,R0=1.2
2021-01-26,337,425.6805517306331,145874.04372601426,404566.66248986893,953193.3019676722
2021-01-27,338,415.47423594290336,145502.20261428377,404640.36948305665,954007.2928300699
2021-01-28,339,405.5126297205018,145130.55409678456,404707.25710350217,954779.9475434474
2021-01-29,340,395.7898662108039,144759.10355549323,404767.32325319515,955511.1687612318
2021-01-30,341,386.30021944166623,144387.85633840592,404820.56629660085,956200.8664214037
2021-01-31,342,377.03809960392994,144016.81775952622,404866.98506079015,956848.9577678037
2021-02-01,343,367.9980512179381,143645.99309885528,404906.5788355113,957455.3673683935
2021-02-02,344,359.1747499562434,143275.38760238444,404939.34737320314,958020.0271304363
2021-02-03,345,350.56299934730566,142905.00648209002,404965.29088895017,958542.8763125609
2021-02-04,346,342.1577276962845,142534.85491593054,404984.41006037913,959023.8615336752
2021-02-05,347,333.95398390502993,142164.93804784623,404996.7060274972,959462.9367786944
2021-02-06,348,325.94693587724294,141795.26098776073,405002.180370265,959860.0634385077
2021-02-07,349,318.1318676758064,141425.82881158526,405000.8350780657,960215.210513934
2021-02-08,350,310.5041766117007,141056.64656122492,404992.6726481493,960528.3542744225
2021-02-09,351,303.0593705091729,140687.7192445873,404977.69603950565,960799.4783471574
2021-02-10,352,295.79306400291375,140319.0518355934,404955.9086685894,961028.5737456678
2021-02-11,353,288.7009771501837,139950.64927417008,404927.31440860353,961215.638861579
2021-02-12,354,281.7789328883528,139582.51646435188,404891.91758871806,961360.6794534967
2021-02-13,355,275.02285446393284,139214.6582764104,404849.7229932255,961463.708633025
2021-02-14,356,268.4287630033651,138847.07954770935,404800.73586063203,961524.7468479191
2021-02-15,357,261.9927742337463,138479.78508162886,404744.9618826846,961543.8218623757
2021-02-16,358,255.71109727447555,138112.7796475838,404682.407203334,961520.968734464
2021-02-17,359,249.5800323640278,137746.06798104427,404613.0784176342,961456.2297907036
2021-02-18,360,243.59596858928765,137379.65478355798,404536.98257057724,961349.6546419418
2021-02-19,361,237.75538172758516,137013.54472277468,404454.1271558647,961201.3001928937
2021-02-20,362,232.05483134327255,136647.7424324722,404364.52011461474,961011.2304693767
2021-02-21,363,226.49095973511655,136282.25251258485,404268.16983400495,960779.5166492492
2021-02-22,364,221.06048990443665,135917.07952923328,404165.08514557814,960506.2370281698
