,Date,,Price,,Open,,High,,Low,,Vol.,,Change %,
,Jan 24 2016,,1940.24,,1906.28,,1940.24,,1872.70,,-,,1.75%,
,Jan 17 2016,,1906.90,,1888.66,,1908.85,,1812.29,,-,,1.41%,
,Jan 10 2016,,1880.33,,1926.12,,1950.33,,1857.83,,-,,-2.17%,
,Jan 03 2016,,1922.03,,2038.20,,2038.20,,1918.46,,-,,-5.96%,
,Dec 27 2015,,2043.94,,2057.77,,2081.56,,2043.62,,-,,-0.83%,
,Dec 20 2015,,2060.99,,2010.27,,2067.36,,2005.93,,-,,2.76%,
,Dec 13 2015,,2005.55,,2013.37,,2076.72,,1993.26,,-,,-0.34%,
,Dec 06 2015,,2012.37,,2090.42,,2090.42,,2008.80,,-,,-3.79%,
,Nov 29 2015,,2091.69,,2090.95,,2104.27,,2042.35,,-,,0.08%,
,Nov 22 2015,,2090.11,,2089.41,,2095.61,,2070.29,,-,,0.05%,
,Nov 15 2015,,2089.17,,2022.08,,2097.06,,2019.39,,-,,3.27%,
,Nov 08 2015,,2023.04,,2096.56,,2096.56,,2022.02,,-,,-3.63%,
,Nov 01 2015,,2099.20,,2080.76,,2116.48,,2080.76,,-,,0.95%,
,Oct 25 2015,,2079.36,,2075.08,,2094.32,,2058.84,,-,,0.20%,
,Oct 18 2015,,2075.15,,2031.73,,2079.74,,2017.22,,-,,2.07%,
,Oct 11 2015,,2033.11,,2015.65,,2033.54,,1990.73,,-,,0.90%,
,Oct 04 2015,,2014.89,,1954.33,,2020.13,,1954.33,,-,,3.26%,
,Sep 27 2015,,1951.36,,1929.18,,1951.36,,1871.91,,-,,1.04%,
,Sep 20 2015,,1931.34,,1960.84,,1979.64,,1908.92,,-,,-1.36%,
,Sep 13 2015,,1958.03,,1963.06,,2020.86,,1948.27,,-,,-0.15%,
,Sep 06 2015,,1961.05,,1927.30,,1988.63,,1927.30,,-,,2.07%,
,Aug 30 2015,,1921.22,,1986.73,,1986.73,,1903.07,,-,,-3.40%,
,Aug 23 2015,,1988.87,,1965.15,,1993.48,,1867.01,,-,,0.91%,
,Aug 16 2015,,1970.89,,2089.70,,2103.47,,1970.89,,-,,-5.77%,
,Aug 09 2015,,2091.54,,2080.98,,2105.35,,2052.09,,-,,0.67%,
,Aug 02 2015,,2077.57,,2104.49,,2112.66,,2067.91,,-,,-1.25%,
,Jul 26 2015,,2103.84,,2078.19,,2114.24,,2063.52,,-,,1.16%,
,Jul 19 2015,,2079.65,,2126.85,,2132.82,,2077.09,,-,,-2.21%,
,Jul 12 2015,,2126.64,,2080.03,,2128.91,,2080.03,,-,,2.41%,
,Jul 05 2015,,2076.62,,2073.95,,2083.74,,2044.02,,-,,-0.01%,
,Jun 28 2015,,2076.78,,2098.63,,2098.63,,2056.32,,-,,-1.18%,
,Jun 21 2015,,2101.49,,2112.50,,2129.87,,2095.38,,-,,-0.40%,
,Jun 14 2015,,2109.99,,2091.34,,2126.65,,2072.49,,-,,0.76%,
,Jun 07 2015,,2094.11,,2092.34,,2115.02,,2072.14,,-,,0.06%,
,May 31 2015,,2092.83,,2108.64,,2121.92,,2085.67,,-,,-0.69%,
,May 24 2015,,2107.39,,2125.34,,2126.22,,2099.18,,-,,-0.88%,
,May 17 2015,,2126.06,,2121.30,,2134.72,,2120.01,,-,,0.16%,
,May 10 2015,,2122.73,,2115.56,,2123.89,,2085.57,,-,,0.31%,
,May 03 2015,,2116.10,,2110.23,,2120.95,,2067.93,,-,,0.37%,
