,Date,,Price,,Open,,High,,Low,,Vol.,,Change %,
,Oct 06 2013,,1557.35,,1546.50,,1557.35,,1513.62,,-,,0.64%,
,Sep 29 2013,,1547.50,,1554.75,,1555.09,,1538.82,,-,,-0.48%,
,Sep 22 2013,,1554.99,,1564.33,,1565.25,,1551.53,,-,,-0.53%,
,Sep 15 2013,,1563.26,,1537.62,,1579.02,,1537.46,,-,,1.93%,
,Sep 08 2013,,1533.72,,1501.85,,1537.21,,1501.62,,-,,2.08%,
,Sep 01 2013,,1502.40,,1473.69,,1506.73,,1473.43,,-,,2.01%,
,Aug 25 2013,,1472.74,,1508.31,,1510.57,,1471.27,,-,,-2.37%,
,Aug 18 2013,,1508.49,,1508.67,,1509.66,,1485.33,,-,,-0.02%,
,Aug 11 2013,,1508.80,,1525.86,,1531.88,,1502.73,,-,,-1.19%,
,Aug 04 2013,,1526.90,,1532.59,,1535.15,,1516.26,,-,,-0.45%,
,Jul 28 2013,,1533.85,,1516.08,,1533.85,,1504.92,,-,,1.16%,
,Jul 21 2013,,1516.21,,1515.57,,1525.27,,1507.76,,-,,0.18%,
,Jul 14 2013,,1513.52,,1498.99,,1513.87,,1495.91,,-,,1.02%,
,Jul 07 2013,,1498.31,,1448.71,,1499.98,,1445.36,,-,,3.40%,
,Jun 30 2013,,1449.05,,1435.06,,1450.90,,1433.15,,-,,1.08%,
,Jun 23 2013,,1433.55,,1420.59,,1442.99,,1393.93,,-,,0.87%,
,Jun 16 2013,,1421.19,,1463.90,,1487.97,,1413.32,,-,,-2.91%,
,Jun 09 2013,,1463.83,,1468.48,,1477.72,,1446.19,,-,,-0.43%,
,Jun 02 2013,,1470.22,,1472.50,,1481.89,,1445.82,,-,,-0.12%,
,May 26 2013,,1471.93,,1492.06,,1507.32,,1471.93,,-,,-1.39%,
,May 19 2013,,1492.74,,1514.55,,1533.35,,1484.18,,-,,-1.34%,
,May 12 2013,,1512.98,,1496.14,,1513.74,,1492.76,,-,,1.15%,
,May 05 2013,,1495.84,,1482.42,,1504.23,,1480.07,,-,,0.90%,
,Apr 28 2013,,1482.46,,1457.67,,1485.98,,1457.46,,-,,1.69%,
,Apr 21 2013,,1457.80,,1421.68,,1463.74,,1418.74,,-,,2.50%,
,Apr 14 2013,,1422.25,,1455.58,,1456.28,,1410.10,,-,,-2.35%,
,Apr 07 2013,,1456.54,,1417.37,,1465.16,,1417.37,,-,,2.64%,
,Mar 31 2013,,1419.11,,1432.95,,1438.59,,1409.30,,-,,-1.07%,
,Mar 24 2013,,1434.51,,1431.65,,1438.77,,1420.45,,-,,0.15%,
,Mar 17 2013,,1432.33,,1441.09,,1441.18,,1420.94,,-,,-0.84%,
,Mar 10 2013,,1444.48,,1428.41,,1445.80,,1425.60,,-,,1.10%,
,Mar 03 2013,,1428.72,,1402.42,,1429.86,,1397.61,,-,,1.92%,
,Feb 24 2013,,1401.75,,1399.91,,1414.76,,1380.15,,-,,-0.02%,
,Feb 17 2013,,1402.05,,1406.40,,1423.96,,1387.87,,-,,-0.35%,
,Feb 10 2013,,1406.92,,1409.86,,1418.11,,1403.27,,-,,-0.25%,
,Feb 03 2013,,1410.44,,1415.34,,1417.18,,1395.58,,-,,-0.45%,
,Jan 27 2013,,1416.79,,1404.97,,1416.79,,1400.38,,-,,0.81%,
,Jan 20 2013,,1405.47,,1388.29,,1405.47,,1387.11,,-,,1.25%,
,Jan 13 2013,,1388.11,,1381.49,,1389.66,,1375.24,,-,,0.45%,
,Jan 06 2013,,1381.94,,1370.93,,1381.97,,1359.21,,-,,0.86%,
,Dec 30 2012,,1370.11,,1327.13,,1371.85,,1324.52,,-,,3.26%,
,Dec 23 2012,,1326.84,,1340.54,,1342.01,,1326.38,,-,,-1.06%,
,Dec 16 2012,,1341.06,,1326.59,,1355.34,,1325.21,,-,,1.17%,
,Dec 09 2012,,1325.49,,1320.07,,1338.69,,1317.80,,-,,0.36%,
,Dec 02 2012,,1320.74,,1315.29,,1322.74,,1308.78,,-,,0.40%,
,Nov 25 2012,,1315.49,,1305.31,,1317.79,,1287.50,,-,,0.82%,
,Nov 18 2012,,1304.85,,1254.49,,1305.69,,1254.49,,-,,4.11%,
,Nov 11 2012,,1253.31,,1276.19,,1279.60,,1244.45,,-,,-1.78%,
,Nov 04 2012,,1276.02,,1305.07,,1316.57,,1270.22,,-,,-2.28%,
,Oct 28 2012,,1305.77,,1299.67,,1317.14,,1295.87,,-,,0.43%,
,Oct 21 2012,,1300.23,,1321.66,,1322.99,,1295.57,,-,,-1.67%,
,Oct 14 2012,,1322.28,,1305.35,,1343.48,,1303.70,,-,,1.25%,
,Oct 07 2012,,1306.02,,1332.91,,1332.91,,1302.98,,-,,-2.14%,
,Sep 30 2012,,1334.63,,1309.30,,1341.01,,1308.48,,-,,1.76%,
,Sep 23 2012,,1311.50,,1336.93,,1339.18,,1307.21,,-,,-1.98%,
,Sep 16 2012,,1338.05,,1346.59,,1347.68,,1326.48,,-,,-0.71%,
,Sep 09 2012,,1347.61,,1311.38,,1353.69,,1303.57,,-,,2.71%,
,Sep 02 2012,,1312.08,,1278.20,,1312.08,,1269.24,,-,,2.57%,
,Aug 26 2012,,1279.21,,1286.08,,1289.51,,1269.73,,-,,-0.52%,
,Aug 19 2012,,1285.84,,1291.52,,1300.80,,1276.52,,-,,-0.34%,
,Aug 12 2012,,1290.23,,1277.25,,1291.20,,1271.29,,-,,0.93%,
,Aug 05 2012,,1278.36,,1262.45,,1280.18,,1261.43,,-,,1.49%,
,Jul 29 2012,,1259.65,,1250.45,,1262.58,,1229.15,,-,,0.77%,
,Jul 22 2012,,1250.02,,1229.18,,1251.92,,1197.18,,-,,1.52%,
,Jul 15 2012,,1231.35,,1225.94,,1250.25,,1218.04,,-,,0.47%,
,Jul 08 2012,,1225.55,,1227.36,,1232.96,,1201.03,,-,,-0.31%,
,Jul 01 2012,,1229.37,,1236.10,,1252.91,,1224.62,,-,,-0.51%,
,Jun 24 2012,,1235.72,,1206.24,,1235.72,,1183.88,,-,,2.49%,
,Jun 17 2012,,1205.67,,1210.96,,1233.37,,1199.70,,-,,-0.24%,
,Jun 10 2012,,1208.53,,1194.66,,1210.03,,1179.45,,-,,1.65%,
,Jun 03 2012,,1188.86,,1152.54,,1202.40,,1144.16,,-,,3.11%,
,May 27 2012,,1152.97,,1190.20,,1204.33,,1152.97,,-,,-2.99%,
,May 20 2012,,1188.56,,1178.93,,1206.49,,1173.83,,-,,0.86%,
,May 13 2012,,1178.43,,1240.94,,1241.81,,1177.39,,-,,-5.15%,
,May 06 2012,,1242.40,,1261.05,,1263.56,,1230.49,,-,,-1.79%,
,Apr 29 2012,,1264.99,,1298.96,,1302.10,,1263.53,,-,,-2.60%,
,Apr 22 2012,,1298.71,,1282.08,,1300.80,,1257.95,,-,,1.33%,
,Apr 15 2012,,1281.71,,1266.08,,1289.38,,1263.61,,-,,1.05%,
,Apr 08 2012,,1268.35,,1289.51,,1289.53,,1257.13,,-,,-1.60%,
,Apr 01 2012,,1289.03,,1313.81,,1326.96,,1285.46,,-,,-1.75%,
,Mar 25 2012,,1312.01,,1308.59,,1331.55,,1297.48,,-,,0.29%,
,Mar 18 2012,,1308.25,,1321.10,,1328.31,,1297.74,,-,,-0.96%,
,Mar 11 2012,,1320.96,,1291.09,,1322.33,,1285.86,,-,,2.25%,
,Mar 04 2012,,1291.86,,1297.33,,1298.12,,1263.12,,-,,-0.51%,
,Feb 26 2012,,1298.50,,1299.57,,1311.23,,1287.61,,-,,-0.16%,
,Feb 19 2012,,1300.57,,1289.09,,1302.93,,1284.75,,-,,0.97%,
,Feb 12 2012,,1288.05,,1271.03,,1291.38,,1266.07,,-,,1.45%,
,Feb 05 2012,,1269.66,,1274.25,,1286.95,,1265.61,,-,,-0.32%,
,Jan 29 2012,,1273.74,,1247.85,,1274.66,,1230.75,,-,,2.22%,
,Jan 22 2012,,1246.04,,1235.33,,1259.40,,1229.66,,-,,0.84%,
,Jan 15 2012,,1235.64,,1200.86,,1237.36,,1197.14,,-,,2.88%,
,Jan 08 2012,,1201.06,,1191.53,,1213.34,,1188.02,,-,,0.79%,
,Jan 01 2012,,1191.67,,1181.36,,1209.67,,1181.28,,-,,0.77%,
,Dec 25 2011,,1182.59,,1182.90,,1185.64,,1165.44,,-,,0.03%,
,Dec 18 2011,,1182.24,,1145.78,,1182.24,,1132.62,,-,,3.12%,
,Dec 11 2011,,1146.48,,1187.72,,1190.14,,1136.72,,-,,-3.44%,
,Dec 04 2011,,1187.29,,1186.58,,1206.41,,1167.80,,-,,-0.03%,
,Nov 27 2011,,1187.64,,1099.27,,1197.98,,1099.27,,-,,8.18%,
,Nov 20 2011,,1097.81,,1157.04,,1157.08,,1093.72,,-,,-5.16%,
,Nov 13 2011,,1157.50,,1206.21,,1208.94,,1154.56,,-,,-3.98%,
,Nov 06 2011,,1205.46,,1204.53,,1221.28,,1167.81,,-,,0.20%,
,Oct 30 2011,,1203.07,,1253.27,,1253.68,,1170.52,,-,,-4.08%,
,Oct 23 2011,,1254.20,,1193.32,,1257.55,,1186.13,,-,,5.01%,
,Oct 16 2011,,1194.33,,1187.41,,1195.83,,1155.08,,-,,0.67%,
,Oct 09 2011,,1186.40,,1122.84,,1188.23,,1122.52,,-,,5.35%,
,Oct 02 2011,,1126.15,,1102.53,,1137.06,,1042.30,,-,,2.00%,
,Sep 25 2011,,1104.06,,1095.08,,1151.48,,1084.13,,-,,0.83%,
,Sep 18 2011,,1094.92,,1173.35,,1173.76,,1079.62,,-,,-6.90%,
,Sep 11 2011,,1176.03,,1132.53,,1183.33,,1107.30,,-,,3.64%,
,Sep 04 2011,,1134.68,,1172.96,,1180.55,,1125.65,,-,,-3.45%,
,Aug 28 2011,,1175.26,,1166.39,,1218.73,,1165.94,,-,,1.05%,
,Aug 21 2011,,1163.02,,1128.84,,1178.79,,1124.57,,-,,2.77%,
,Aug 14 2011,,1131.69,,1182.53,,1211.87,,1128.95,,-,,-4.16%,
,Aug 07 2011,,1180.82,,1195.88,,1197.78,,1113.16,,-,,-1.11%,
,Jul 31 2011,,1194.05,,1305.92,,1319.43,,1175.95,,-,,-8.58%,
,Jul 24 2011,,1306.05,,1347.97,,1349.01,,1296.21,,-,,-3.16%,
,Jul 17 2011,,1348.69,,1313.77,,1351.07,,1292.26,,-,,2.70%,
,Jul 10 2011,,1313.17,,1341.56,,1341.91,,1297.20,,-,,-2.23%,
,Jul 03 2011,,1343.13,,1346.18,,1354.49,,1335.38,,-,,-0.05%,
,Jun 26 2011,,1343.81,,1274.66,,1346.10,,1270.20,,-,,5.36%,
,Jun 19 2011,,1275.45,,1279.37,,1306.95,,1268.82,,-,,-0.40%,
,Jun 12 2011,,1280.58,,1287.70,,1308.21,,1267.55,,-,,-0.61%,
,Jun 05 2011,,1288.49,,1322.86,,1322.86,,1286.08,,-,,-2.40%,
,May 29 2011,,1320.11,,1339.47,,1357.02,,1314.06,,-,,-1.37%,
,May 22 2011,,1338.47,,1335.77,,1341.59,,1310.10,,-,,0.14%,
,May 15 2011,,1336.65,,1339.67,,1351.34,,1322.64,,-,,-0.49%,
,May 08 2011,,1343.17,,1356.27,,1372.30,,1337.35,,-,,-1.18%,
,May 01 2011,,1359.27,,1389.76,,1397.57,,1348.57,,-,,-2.11%,
,Apr 24 2011,,1388.62,,1360.78,,1390.18,,1355.02,,-,,2.03%,
,Apr 17 2011,,1361.03,,1338.29,,1361.03,,1309.06,,-,,1.72%,
,Apr 10 2011,,1338.04,,1351.99,,1354.96,,1327.44,,-,,-0.99%,
,Apr 03 2011,,1351.43,,1344.83,,1357.46,,1338.85,,-,,0.74%,
,Mar 27 2011,,1341.45,,1321.87,,1346.61,,1312.85,,-,,1.18%,
,Mar 20 2011,,1325.85,,1288.78,,1329.65,,1287.87,,-,,3.01%,
,Mar 13 2011,,1287.13,,1318.32,,1318.64,,1251.34,,-,,-2.12%,
,Mar 06 2011,,1315.07,,1348.74,,1352.95,,1306.57,,-,,-2.47%,
,Feb 27 2011,,1348.44,,1341.63,,1357.81,,1330.05,,-,,0.53%,
,Feb 20 2011,,1341.30,,1364.17,,1364.84,,1321.20,,-,,-1.56%,
,Feb 13 2011,,1362.62,,1340.65,,1365.07,,1340.42,,-,,1.61%,
,Feb 06 2011,,1340.99,,1331.95,,1347.36,,1328.52,,-,,0.70%,
,Jan 30 2011,,1331.65,,1301.09,,1337.95,,1295.34,,-,,2.27%,
,Jan 23 2011,,1302.13,,1302.81,,1323.94,,1300.65,,-,,-0.03%,
,Jan 16 2011,,1302.54,,1309.40,,1321.73,,1290.44,,-,,-0.49%,
,Jan 09 2011,,1309.00,,1278.96,,1309.20,,1269.52,,-,,2.15%,
,Jan 02 2011,,1281.41,,1277.20,,1295.99,,1274.33,,-,,0.10%,
,Dec 26 2010,,1280.07,,1273.01,,1283.68,,1269.60,,-,,0.44%,
,Dec 19 2010,,1274.42,,1258.73,,1276.44,,1256.90,,-,,1.32%,
,Dec 12 2010,,1257.84,,1256.08,,1272.61,,1253.64,,-,,0.11%,
,Dec 05 2010,,1256.52,,1248.12,,1259.03,,1241.43,,-,,0.75%,
,Nov 28 2010,,1247.15,,1211.28,,1248.94,,1188.19,,-,,3.04%,
,Nov 21 2010,,1210.36,,1237.82,,1242.33,,1205.09,,-,,-2.02%,
,Nov 14 2010,,1235.33,,1235.26,,1241.73,,1207.60,,-,,-0.08%,
,Nov 07 2010,,1236.35,,1265.10,,1268.39,,1231.70,,-,,-2.24%,
,Oct 31 2010,,1264.73,,1224.35,,1269.14,,1219.26,,-,,3.48%,
,Oct 24 2010,,1222.23,,1223.39,,1238.02,,1207.06,,-,,-0.06%,
,Oct 17 2010,,1222.96,,1222.23,,1231.27,,1203.99,,-,,-0.04%,
,Oct 10 2010,,1223.43,,1211.37,,1233.57,,1197.26,,-,,1.13%,
,Oct 03 2010,,1209.77,,1184.80,,1212.31,,1172.38,,-,,2.16%,
,Sep 26 2010,,1184.19,,1183.18,,1192.71,,1169.72,,-,,0.10%,
,Sep 19 2010,,1183.03,,1156.02,,1183.42,,1155.76,,-,,2.33%,
,Sep 12 2010,,1156.10,,1141.08,,1164.30,,1141.08,,-,,1.50%,
,Sep 05 2010,,1139.02,,1132.91,,1140.46,,1118.53,,-,,0.67%,
,Aug 29 2010,,1131.49,,1091.40,,1133.50,,1071.84,,-,,3.88%,
,Aug 22 2010,,1089.24,,1094.21,,1104.70,,1064.05,,-,,-0.41%,
,Aug 15 2010,,1093.77,,1103.51,,1123.43,,1089.49,,-,,-0.89%,
,Aug 08 2010,,1103.56,,1151.69,,1158.18,,1100.74,,-,,-4.23%,
,Aug 01 2010,,1152.34,,1126.10,,1159.01,,1126.10,,-,,2.45%,
,Jul 25 2010,,1124.83,,1119.88,,1140.61,,1114.44,,-,,0.66%,
,Jul 18 2010,,1117.45,,1087.48,,1120.05,,1075.70,,-,,2.53%,
,Jul 11 2010,,1089.89,,1090.79,,1116.56,,1085.82,,-,,-0.15%,
,Jul 04 2010,,1091.53,,1035.98,,1091.53,,1031.01,,-,,5.30%,
,Jun 27 2010,,1036.62,,1082.25,,1087.17,,1026.19,,-,,-3.97%,
,Jun 20 2010,,1079.52,,1118.43,,1131.35,,1073.77,,-,,-3.21%,
,Jun 13 2010,,1115.35,,1084.32,,1118.75,,1083.65,,-,,3.21%,
,Jun 06 2010,,1080.68,,1055.64,,1081.49,,1032.14,,-,,1.92%,
,May 30 2010,,1060.27,,1078.85,,1095.49,,1055.50,,-,,-1.85%,
,May 23 2010,,1080.30,,1071.57,,1092.94,,1027.59,,-,,0.62%,
,May 16 2010,,1073.61,,1119.93,,1130.10,,1048.28,,-,,-4.46%,
,May 09 2010,,1123.78,,1103.41,,1164.37,,1103.05,,-,,2.20%,
,May 02 2010,,1099.58,,1197.89,,1205.08,,1086.39,,-,,-8.26%,
,Apr 25 2010,,1198.56,,1227.25,,1234.61,,1186.68,,-,,-2.19%,
,Apr 18 2010,,1225.38,,1219.40,,1231.41,,1206.74,,-,,0.26%,
,Apr 11 2010,,1222.25,,1229.23,,1244.12,,1218.63,,-,,-0.09%,
,Apr 04 2010,,1223.32,,1211.52,,1224.95,,1202.23,,-,,0.87%,
,Mar 28 2010,,1212.76,,1194.58,,1213.55,,1193.02,,-,,1.62%,
,Mar 21 2010,,1193.41,,1190.08,,1201.19,,1180.17,,-,,0.22%,
,Mar 14 2010,,1190.78,,1187.71,,1206.34,,1176.87,,-,,0.29%,
,Mar 07 2010,,1187.37,,1171.91,,1189.71,,1169.06,,-,,1.44%,
,Feb 28 2010,,1170.46,,1132.70,,1171.63,,1130.44,,-,,3.27%,
,Feb 21 2010,,1133.35,,1137.78,,1145.05,,1113.38,,-,,-0.10%,
,Feb 14 2010,,1134.45,,1108.02,,1138.94,,1105.49,,-,,2.45%,
,Feb 07 2010,,1107.32,,1095.35,,1114.97,,1088.87,,-,,1.08%,
,Jan 31 2010,,1095.48,,1118.26,,1149.92,,1081.50,,-,,-2.15%,
,Jan 24 2010,,1119.54,,1149.71,,1155.07,,1117.70,,-,,-2.64%,
,Jan 17 2010,,1149.89,,1195.03,,1204.82,,1148.84,,-,,-3.83%,
,Jan 10 2010,,1195.66,,1201.88,,1210.31,,1192.75,,-,,-0.22%,
,Jan 03 2010,,1198.26,,1168.14,,1201.48,,1167.31,,-,,2.55%,
,Dec 27 2009,,1168.47,,1172.48,,1181.85,,1167.57,,-,,-0.26%,
,Dec 20 2009,,1171.56,,1145.72,,1173.30,,1144.98,,-,,2.40%,
,Dec 13 2009,,1144.11,,1155.28,,1169.01,,1139.26,,-,,-0.99%,
,Dec 06 2009,,1155.54,,1165.74,,1167.67,,1141.28,,-,,-1.14%,
,Nov 29 2009,,1168.90,,1145.86,,1183.33,,1143.60,,-,,2.12%,
,Nov 22 2009,,1144.58,,1145.77,,1173.85,,1134.07,,-,,-0.10%,
,Nov 15 2009,,1145.72,,1159.23,,1179.54,,1143.14,,-,,-1.08%,
,Nov 08 2009,,1158.26,,1132.54,,1169.89,,1131.39,,-,,2.30%,
,Nov 01 2009,,1132.19,,1105.07,,1134.07,,1093.11,,-,,2.35%,
,Oct 25 2009,,1106.17,,1152.72,,1162.97,,1103.72,,-,,-4.10%,
,Oct 18 2009,,1153.42,,1156.91,,1175.51,,1149.33,,-,,-0.24%,
,Oct 11 2009,,1156.20,,1138.84,,1168.24,,1136.23,,-,,1.44%,
,Oct 04 2009,,1139.84,,1088.88,,1141.83,,1086.94,,-,,4.68%,
,Sep 27 2009,,1088.90,,1115.40,,1134.51,,1083.76,,-,,-2.38%,
,Sep 20 2009,,1115.40,,1138.80,,1150.42,,1112.73,,-,,-2.11%,
,Sep 13 2009,,1139.43,,1117.53,,1146.93,,1106.28,,-,,1.80%,
,Sep 06 2009,,1119.23,,1078.53,,1122.77,,1078.47,,-,,4.07%,
,Aug 30 2009,,1075.41,,1092.80,,1094.97,,1054.03,,-,,-1.71%,
,Aug 23 2009,,1094.09,,1082.31,,1102.02,,1076.51,,-,,1.25%,
,Aug 16 2009,,1080.57,,1061.10,,1083.16,,1032.73,,-,,1.56%,
,Aug 09 2009,,1063.98,,1063.27,,1074.52,,1043.64,,-,,0.07%,
,Aug 02 2009,,1063.21,,1049.07,,1068.91,,1047.42,,-,,1.77%,
,Jul 26 2009,,1044.75,,1027.12,,1051.23,,1018.57,,-,,1.68%,
,Jul 19 2009,,1027.49,,983.30,,1028.27,,983.22,,-,,4.58%,
,Jul 12 2009,,982.50,,921.22,,983.86,,915.08,,-,,6.63%,
,Jul 05 2009,,921.40,,945.31,,946.00,,915.19,,-,,-2.68%,
,Jun 28 2009,,946.80,,963.73,,978.64,,944.43,,-,,-1.76%,
,Jun 21 2009,,963.77,,965.98,,967.39,,933.66,,-,,-0.11%,
,Jun 14 2009,,964.80,,993.41,,993.84,,947.01,,-,,-2.98%,
,Jun 07 2009,,994.39,,980.78,,1005.24,,966.79,,-,,1.23%,
,May 31 2009,,982.29,,969.84,,1002.92,,969.51,,-,,1.27%,
