t,s,i,r
521,226531.88893960233,2.3674874778708007e-06,59773468.11105798
522,226531.88893959875,2.2077858449667985e-06,59773468.111058146
523,226531.8889395954,2.0588814759027975e-06,59773468.111058295
524,226531.8889395923,1.9200201688857476e-06,59773468.111058444
525,226531.8889395894,1.7904952935605863e-06,59773468.11105858
526,226531.8889395867,1.6696477910102371e-06,59773468.111058705
527,226531.88893958414,1.5568798127026186e-06,59773468.111058824
528,226531.88893958178,1.451654303035412e-06,59773468.11105893
529,226531.8889395796,1.3534707046641391e-06,59773468.111059025
530,226531.88893957753,1.2618779562101468e-06,59773468.111059114
531,226531.8889395756,1.17647456492429e-06,59773468.111059204
532,226531.88893957384,1.0969086066869311e-06,59773468.11105929
533,226531.88893957215,1.022846480347886e-06,59773468.11105937
534,226531.8889395706,9.537914551922162e-07,59773468.111059435
535,226531.88893956915,8.893782615101075e-07,59773468.11105951
536,226531.8889395678,8.293033900690684e-07,59773468.11105956
537,226531.88893956656,7.732951171026672e-07,59773468.11105962
538,226531.8889395654,7.211135043105331e-07,59773468.11105967
539,226531.8889395643,6.725502303492919e-07,59773468.111059725
540,226531.88893956327,6.273214963186211e-07,59773468.11105976
541,226531.88893956234,5.851309385503426e-07,59773468.11105981
542,226531.88893956147,5.457679929659371e-07,59773468.11105985
543,226531.88893956062,5.090416381995859e-07,59773468.11105988
544,226531.88893955987,4.747803955981716e-07,59773468.11105992
545,226531.88893955914,4.428323292212776e-07,59773468.111059956
546,226531.88893955844,4.123563785532326e-07,59773468.11105998
547,226531.88893955783,3.8492140489747677e-07,59773468.11106001
548,226531.88893955725,3.5915929242170167e-07,59773468.11106003
549,226531.8889395567,3.350140888572413e-07,59773468.11106007
550,226531.8889395562,3.1242984193543e-07,59773468.11106009
551,226531.88893955573,2.913505993876017e-07,59773468.111060105
552,226531.8889395553,2.717194093997076e-07,59773468.11106013
553,226531.8889395549,2.53427519404752e-07,59773468.11106014
554,226531.8889395545,2.363752983111137e-07,59773468.11106016
555,226531.88893955413,2.2048767370359868e-07,59773468.11106019
556,226531.8889395538,2.0568957316701266e-07,59773468.1110602
557,226531.8889395535,1.9190592428616147e-07,59773468.11106021
558,226531.8889395532,1.790616546458509e-07,59773468.11106022
559,226531.88893955294,1.670816918308868e-07,59773468.11106023
560,226531.8889395527,1.558938001982374e-07,59773468.11106025
561,226531.88893955247,1.454754369993949e-07,59773468.11106026
562,226531.88893955224,1.3578407749378316e-07,59773468.11106028
563,226531.88893955207,1.2676147324852405e-07,59773468.111060284
564,226531.88893955186,1.1834937583073943e-07,59773468.11106029
565,226531.8889395517,1.1048953680755121e-07,59773468.11106031
566,226531.8889395515,1.0312370774608126e-07,59773468.111060314
567,226531.88893955137,9.619364021345144e-08,59773468.111060314
568,226531.88893955122,8.96513960666627e-08,59773468.11106032
569,226531.8889395511,8.353681261714305e-08,59773468.11106033
570,226531.88893955096,7.783939654230807e-08,59773468.11106033
571,226531.88893955084,7.253007111206273e-08,59773468.11106033
572,226531.88893955073,6.7579759596312e-08,59773468.111060336
573,226531.88893955064,6.295938526496085e-08,59773468.11106034
574,226531.88893955052,5.863987138791424e-08,59773468.11106034
575,226531.88893955044,5.459214123507714e-08,59773468.11106035
576,226531.88893955035,4.968978650225653e-08,59773468.11106035
577,226531.8889395503,4.6549183246064015e-08,59773468.11106036
578,226531.8889395502,4.355362819503685e-08,59773468.11106036
579,226531.88893955015,4.0703121349175005e-08,59773468.111060366
580,226531.8889395501,3.79976627084785e-08,59773468.111060366
581,226531.88893955003,3.5437252272947324e-08,59773468.111060366
582,226531.88893954997,3.3021890042581485e-08,59773468.11106037
583,226531.88893954994,3.075157601738098e-08,59773468.11106037
584,226531.88893954986,2.86214548027668e-08,59773468.11106037
585,226531.88893954983,2.6615986125805844e-08,59773468.11106038
586,226531.88893954977,2.473400370938071e-08,59773468.11106038
587,226531.88893954974,2.29755075534914e-08,59773468.11106038
588,226531.8889395497,2.134049765813791e-08,59773468.11106038
589,226531.88893954968,1.9828974023320243e-08,59773468.111060396
590,226531.88893954962,1.84409366490384e-08,59773468.111060396
591,226531.88893954962,1.7176385535292375e-08,59773468.111060396
592,226531.88893954956,1.6029631215397795e-08,59773468.111060396
593,226531.88893954954,1.4956909294232962e-08,59773468.111060396
594,226531.88893954954,1.3949044824512562e-08,59773468.111060396
595,226531.8889395495,1.3006037806236596e-08,59773468.1110604
596,226531.88893954948,1.2127888239405062e-08,59773468.1110604
597,226531.88893954945,1.131459612401796e-08,59773468.1110604
598,226531.88893954945,1.0566161460075291e-08,59773468.1110604
599,226531.88893954942,9.882584247577055e-09,59773468.1110604
600,226531.88893954942,9.263104132947047e-09,59773468.111060396
601,226531.8889395494,8.684760006768714e-09,59773468.1110604
602,226531.8889395494,8.136792199379036e-09,59773468.1110604
603,226531.8889395494,7.619200710778011e-09,59773468.1110604
604,226531.88893954936,7.131985540965642e-09,59773468.1110604
605,226531.88893954936,6.675146689941926e-09,59773468.1110604
606,226531.88893954936,6.2486841577068646e-09,59773468.1110604
607,226531.88893954933,5.852597944260458e-09,59773468.1110604
608,226531.88893954933,5.486888049602706e-09,59773468.1110604
609,226531.88893954936,5.145175337096793e-09,59773468.1110604
610,226531.88893954933,4.82054282526343e-09,59773468.1110604
611,226531.88893954933,4.512987709374296e-09,59773468.1110604
612,226531.88893954933,4.222509989429392e-09,59773468.1110604
613,226531.88893954933,3.949109665428717e-09,59773468.1110604
614,226531.8889395493,3.6927867373722718e-09,59773468.1110604
615,226531.8889395493,3.4535412052600556e-09,59773468.1110604
616,226531.8889395493,3.231373069092069e-09,59773468.1110604
617,226531.8889395493,3.0245029990711363e-09,59773468.1110604
618,226531.8889395493,2.828565526386842e-09,59773468.1110604
619,226531.8889395493,2.6433606569342353e-09,59773468.1110604
620,226531.8889395493,2.468888390713317e-09,59773468.1110604
621,226531.88893954927,2.3051487277240866e-09,59773468.1110604
622,226531.88893954927,2.1521416679665437e-09,59773468.1110604
623,226531.88893954927,2.0098672114406897e-09,59773468.1110604
624,226531.88893954927,1.8783253581465232e-09,59773468.1110604
625,226531.8889395493,1.756932109533067e-09,59773468.1110604
626,226531.88893954927,1.6424289472498544e-09,59773468.1110604
627,226531.88893954927,1.534311740357915e-09,59773468.1110604
628,226531.88893954927,1.4325804888572489e-09,59773468.1110604
629,226531.88893954927,1.3372351927478563e-09,59773468.1110604
630,226531.88893954927,1.248275852029737e-09,59773468.1110604
631,226531.88893954927,1.165702466702891e-09,59773468.1110604
632,226531.88893954927,1.0895150367673184e-09,59773468.1110604
633,226531.88893954927,1.0195971478104705e-09,59773468.1110604
634,226531.88893954927,9.539675373183189e-10,59773468.1110604
635,226531.88893954927,8.919135176696058e-10,59773468.1110604
636,226531.88893954927,8.334350888643313e-10,59773468.1110604
637,226531.88893954927,7.785322509024952e-10,59773468.1110604
638,226531.88893954927,7.272050037840976e-10,59773468.1110604
639,226531.88893954927,6.794533475091386e-10,59773468.1110604
640,226531.88893954927,6.35277282077618e-10,59773468.1110604
641,226531.88893954927,5.929886977727267e-10,59773468.1110604
642,226531.88893954927,5.25760809081607e-10,59773468.1110604
643,226531.88893954927,4.6071758797139223e-10,59773468.1110604
644,226531.88893954927,3.9785903444208245e-10,59773468.1110604
645,226531.88893954927,3.3718514849367697e-10,59773468.1110604
646,226531.88893954924,2.7869593012617683e-10,59773468.1110604
647,226531.88893954924,2.2239137933958131e-10,59773468.1110604
648,226531.88893954924,1.6827149613389083e-10,59773468.1110604
649,226531.88893954924,1.1633628050910486e-10,59773468.1110604
650,226531.88893954924,6.658573246522413e-11,59773468.1110604
651,226531.88893954924,1.9019852002248065e-11,59773468.1110604
652,226531.88893954924,-2.6361360879823017e-11,59773468.1110604
653,226531.88893954924,-6.955790618098953e-11,59773468.1110604
654,226531.88893954924,-1.1056978390125091e-10,59773468.1110604
655,226531.88893954924,-1.4939699404060754e-10,59773468.1110604
656,226531.88893954924,-1.8603953659905922e-10,59773468.1110604
657,226531.88893954924,-2.204974115766063e-10,59773468.1110604
658,226531.88893954924,-2.527706189732483e-10,59773468.1110604
659,226531.88893954924,-2.8285915878898553e-10,59773468.1110604
660,226531.88893954924,-3.1076303102381775e-10,59773468.1110604
661,226531.88893954924,-3.364822356777454e-10,59773468.1110604
662,226531.88893954924,-3.60016772750768e-10,59773468.1110604
663,226531.88893954924,-3.813666422428858e-10,59773468.1110604
664,226531.88893954924,-4.0053184415409875e-10,59773468.1110604
665,226531.88893954924,-4.175123784844068e-10,59773468.1110604
666,226531.88893954924,-4.3230824523381006e-10,59773468.1110604
667,226531.88893954924,-4.449194444023084e-10,59773468.1110604
668,226531.88893954924,-4.5534597598990197e-10,59773468.1110604
669,226531.88893954924,-4.635878399965906e-10,59773468.1110604
670,226531.88893954924,-4.696450364223744e-10,59773468.1110604
671,226531.88893954924,-4.735175652672534e-10,59773468.1110604
672,226531.88893954924,-4.752054265312275e-10,59773468.1110604
673,226531.88893954924,-4.747086202142967e-10,59773468.1110604
674,226531.88893954924,-4.720271463164611e-10,59773468.1110604
675,226531.88893954924,-4.671610048377207e-10,59773468.1110604
676,226531.88893954924,-4.6011019577807536e-10,59773468.1110604
677,226531.88893954924,-4.508747191375252e-10,59773468.1110604
678,226531.88893954924,-4.3945457491607015e-10,59773468.1110604
679,226531.88893954924,-4.258497631137103e-10,59773468.1110604
680,226531.88893954924,-4.100602837304456e-10,59773468.1110604
681,226531.88893954924,-3.9208613676627596e-10,59773468.1110604
682,226531.88893954924,-3.7192732222120156e-10,59773468.1110604
683,226531.88893954924,-3.4958384009522223e-10,59773468.1110604
684,226531.88893954924,-3.5051178965088457e-10,59773468.1110604
685,226531.88893954924,-3.594402791436822e-10,59773468.1110604
686,226531.88893954924,-3.6777521547418923e-10,59773468.1110604
687,226531.88893954924,-3.755165986424055e-10,59773468.1110604
688,226531.88893954924,-3.8266442864833113e-10,59773468.1110604
689,226531.88893954924,-3.8921870549196623e-10,59773468.1110604
690,226531.88893954924,-3.9517942917331065e-10,59773468.1110604
691,226531.88893954924,-4.005465996923645e-10,59773468.1110604
692,226531.88893954924,-4.0532021704912757e-10,59773468.1110604
693,226531.88893954924,-4.0950028124360007e-10,59773468.1110604
694,226531.88893954924,-4.1308679227578194e-10,59773468.1110604
695,226531.88893954924,-4.160797501456732e-10,59773468.1110604
696,226531.88893954924,-4.184791548532738e-10,59773468.1110604
697,226531.88893954924,-4.2028500639858383e-10,59773468.1110604
698,226531.88893954924,-4.2149730478160315e-10,59773468.1110604
699,226531.88893954924,-4.2211605000233184e-10,59773468.1110604
700,226531.88893954924,-4.2214124206076994e-10,59773468.1110604
701,226531.88893954924,-4.2157288095691736e-10,59773468.1110604
702,226531.88893954924,-4.2041096669077414e-10,59773468.1110604
703,226531.88893954924,-4.1865549926234033e-10,59773468.1110604
704,226531.88893954924,-4.163064786716159e-10,59773468.1110604
705,226531.88893954924,-4.133639049186008e-10,59773468.1110604
706,226531.88893954924,-4.0982777800329504e-10,59773468.1110604
707,226531.88893954924,-4.056980979256987e-10,59773468.1110604
708,226531.88893954924,-4.0097486468581165e-10,59773468.1110604
709,226531.88893954924,-3.95658078283634e-10,59773468.1110604
710,226531.88893954924,-3.8974773871916576e-10,59773468.1110604
711,226531.88893954924,-3.8324384599240687e-10,59773468.1110604
712,226531.88893954924,-3.7614640010335733e-10,59773468.1110604
713,226531.88893954924,-3.6845540105201716e-10,59773468.1110604
714,226531.88893954924,-3.601708488383863e-10,59773468.1110604
715,226531.88893954924,-3.512927434624649e-10,59773468.1110604
716,226531.88893954924,-3.4182108492425284e-10,59773468.1110604
717,226531.88893954924,-3.317558732237501e-10,59773468.1110604
718,226531.88893954924,-3.2109710836095677e-10,59773468.1110604
719,226531.88893954924,-3.098447903358728e-10,59773468.1110604
