t,s,i,r
503,58895598.506571956,6.05018191662013e-08,1104401.493427966
504,58895598.506571956,5.6559335856059177e-08,1104401.49342797
505,58895598.506571956,5.284825001591263e-08,1104401.4934279737
506,58895598.506571956,4.9368561645761646e-08,1104401.4934279772
507,58895598.506571956,4.6120270745606236e-08,1104401.4934279805
508,58895598.506571956,4.31033773154464e-08,1104401.4934279835
509,58895598.506571956,4.0317881355282136e-08,1104401.4934279863
510,58895598.506571956,3.7753579835616905e-08,1104401.4934279888
511,58895598.506571956,3.533297378462237e-08,1104401.4934279912
512,58895598.506571956,3.3039990589466117e-08,1104401.4934279935
513,58895598.506571956,3.087463025014814e-08,1104401.4934279956
514,58895598.506571956,2.883689276666843e-08,1104401.4934279977
515,58895598.506571956,2.6926778139027e-08,1104401.4934279996
516,58895598.506571956,2.514428636722385e-08,1104401.4934280014
517,58895598.506571956,2.3489417451258973e-08,1104401.493428003
518,58895598.506571956,2.1958408525359488e-08,1104401.4934280047
519,58895598.506571956,2.0515348261788887e-08,1104401.493428006
520,58895598.506571956,1.9151292980281716e-08,1104401.4934280075
521,58895598.506571956,1.7866242680837966e-08,1104401.4934280089
522,58895598.506571956,1.6660197363457647e-08,1104401.49342801
523,58895598.506571956,1.553315702814075e-08,1104401.4934280112
524,58895598.506571956,1.448512167488728e-08,1104401.4934280121
525,58895598.506571956,1.3516091303697239e-08,1104401.493428013
526,58895598.506571956,1.2624188940820966e-08,1104401.493428014
527,58895598.506571956,1.1786324569922801e-08,1104401.4934280147
528,58895598.506571956,1.099563830689547e-08,1104401.4934280154
529,58895598.506571956,1.0252130151738973e-08,1104401.4934280163
530,58895598.506571956,9.555800104453308e-09,1104401.493428017
531,58895598.506571956,8.906648165038476e-09,1104401.4934280175
532,58895598.506571956,8.304674333494478e-09,1104401.4934280182
533,58895598.506571956,7.749878609821312e-09,1104401.4934280186
534,58895598.506571956,7.241375360597219e-09,1104401.4934280193
535,58895598.506571956,6.764614009844191e-09,1104401.4934280198
536,58895598.506571956,6.314459676739258e-09,1104401.4934280203
537,58895598.506571956,5.89091236128242e-09,1104401.4934280207
538,58895598.506571956,5.4939720634736774e-09,1104401.4934280212
539,58895598.506571956,5.123638783313031e-09,1104401.4934280214
540,58895598.506571956,4.779912520800479e-09,1104401.493428022
541,58895598.506571956,4.4627932759360225e-09,1104401.4934280221
542,58895598.506571956,4.171935245944172e-09,1104401.4934280226
543,58895598.506571956,3.899353749946758e-09,1104401.4934280228
544,58895598.506571956,3.641708741758696e-09,1104401.493428023
545,58895598.506571956,3.399000221379989e-09,1104401.4934280233
546,58895598.506571956,3.171228188810635e-09,1104401.4934280235
547,58895598.506571956,2.9583926440506356e-09,1104401.4934280238
548,58895598.506571956,2.7604935870999895e-09,1104401.493428024
549,58895598.506571956,2.5775310179586972e-09,1104401.493428024
550,58895598.506571956,2.4093861700281276e-09,1104401.4934280245
551,58895598.506571956,2.2518944789716254e-09,1104401.4934280245
552,58895598.506571956,2.1029910281641593e-09,1104401.4934280247
553,58895598.506571956,1.96267581760573e-09,1104401.493428025
554,58895598.506571956,1.8309488472963368e-09,1104401.493428025
555,58895598.506571956,1.70781011723598e-09,1104401.4934280252
556,58895598.506571956,1.5932596274246593e-09,1104401.4934280252
557,58895598.506571956,1.487297377862375e-09,1104401.4934280254
558,58895598.506571956,1.3898863023435877e-09,1104401.4934280254
559,58895598.506571956,1.2987820471190567e-09,1104401.4934280256
560,58895598.506571956,1.2126627350206275e-09,1104401.4934280256
561,58895598.506571956,1.1315283660483e-09,1104401.4934280259
562,58895598.506571956,1.0553789402020744e-09,1104401.4934280259
563,58895598.506571956,9.842144574819504e-10,1104401.4934280259
564,58895598.506571956,9.180349178879282e-10,1104401.493428026
565,58895598.506571956,8.568403214200078e-10,1104401.493428026
566,58895598.506571956,8.006214438927928e-10,1104401.493428026
567,58895598.506571956,7.481426782024964e-10,1104401.493428026
568,58895598.506571956,6.985356391154826e-10,1104401.493428026
569,58895598.506571956,6.518003266317512e-10,1104401.493428026
570,58895598.506571956,6.079367407513023e-10,1104401.493428026
571,58895598.506571956,5.66944881474136e-10,1104401.4934280263
572,58895598.506571956,5.288247488002522e-10,1104401.4934280263
573,58895598.506571956,4.935763427296508e-10,1104401.4934280263
574,58895598.506571956,4.600630691718464e-10,1104401.4934280263
575,58895598.506571956,4.037993827655115e-10,1104401.4934280263
576,58895598.506571956,3.49275419993009e-10,1104401.4934280263
577,58895598.506571956,2.964911808543392e-10,1104401.4934280263
578,58895598.506571956,2.4544666534950216e-10,1104401.4934280266
579,58895598.506571956,1.9614187347849823e-10,1104401.4934280266
580,58895598.506571956,1.485768052413267e-10,1104401.4934280266
581,58895598.506571956,1.0275146063798804e-10,1104401.4934280266
582,58895598.506571956,5.866583966848213e-11,1104401.4934280266
583,58895598.506571956,1.6319942332809018e-11,1104401.4934280268
584,58895598.506571956,-2.4286231369031098e-11,1104401.4934280268
585,58895598.506571956,-6.315268143703868e-11,1104401.4934280268
586,58895598.506571956,-1.0027940787121344e-10,1104401.4934280268
587,58895598.506571956,-1.3566641067155544e-10,1104401.4934280268
588,58895598.506571956,-1.6931368983806436e-10,1104401.4934280268
589,58895598.506571956,-2.0122124537074082e-10,1104401.4934280268
590,58895598.506571956,-2.313890772695845e-10,1104401.493428027
591,58895598.506571956,-2.5981718553459536e-10,1104401.493428027
592,58895598.506571956,-2.8650557016577334e-10,1104401.493428027
593,58895598.506571956,-3.114542311631187e-10,1104401.493428027
594,58895598.506571956,-3.3466316852663124e-10,1104401.493428027
595,58895598.506571956,-3.5613238225631104e-10,1104401.493428027
596,58895598.506571956,-3.758618723521579e-10,1104401.493428027
597,58895598.506571956,-3.938516388141722e-10,1104401.493428027
598,58895598.506571956,-4.1010168164235356e-10,1104401.493428027
599,58895598.506571956,-4.2461200083670215e-10,1104401.493428027
600,58895598.506571956,-4.3738259639721804e-10,1104401.493428027
601,58895598.506571956,-4.4841346832390115e-10,1104401.4934280273
602,58895598.506571956,-4.5770461661675146e-10,1104401.4934280273
603,58895598.506571956,-4.65256041275769e-10,1104401.4934280273
604,58895598.506571956,-4.710677423009538e-10,1104401.4934280273
605,58895598.506571956,-4.751397196923057e-10,1104401.4934280273
606,58895598.506571956,-4.77471973449825e-10,1104401.4934280273
607,58895598.506571956,-4.780645035735114e-10,1104401.4934280273
608,58895598.506571956,-4.769173100633651e-10,1104401.4934280273
609,58895598.506571956,-4.74030392919386e-10,1104401.4934280273
610,58895598.506571956,-4.69403752141574e-10,1104401.4934280273
611,58895598.506571956,-4.630373877299294e-10,1104401.4934280273
612,58895598.506571956,-4.549312996844519e-10,1104401.4934280273
613,58895598.506571956,-4.450854880051417e-10,1104401.4934280273
614,58895598.506571956,-4.334999526919987e-10,1104401.493428027
615,58895598.506571956,-4.201746937450229e-10,1104401.493428027
616,58895598.506571956,-4.051097111642144e-10,1104401.493428027
617,58895598.506571956,-3.8830500494957306e-10,1104401.493428027
618,58895598.506571956,-3.6976057510109895e-10,1104401.493428027
619,58895598.506571956,-3.494764216187921e-10,1104401.493428027
620,58895598.506571956,-3.2745254450265244e-10,1104401.493428027
621,58895598.506571956,-3.29888439544207e-10,1104401.493428027
622,58895598.506571956,-3.3629063455900584e-10,1104401.493428027
623,58895598.506571956,-3.422581166442178e-10,1104401.493428027
624,58895598.506571956,-3.4779088579984313e-10,1104401.493428027
625,58895598.506571956,-3.528889420258816e-10,1104401.493428027
626,58895598.506571956,-3.5755228532233333e-10,1104401.493428027
627,58895598.506571956,-3.6178091568919826e-10,1104401.493428027
628,58895598.506571956,-3.655748331264764e-10,1104401.493428027
629,58895598.506571956,-3.689340376341678e-10,1104401.493428027
630,58895598.506571956,-3.718585292122724e-10,1104401.493428027
631,58895598.506571956,-3.7434830786079024e-10,1104401.493428027
632,58895598.506571956,-3.764033735797213e-10,1104401.493428027
633,58895598.506571956,-3.7802372636906555e-10,1104401.493428027
634,58895598.506571956,-3.79209366228823e-10,1104401.493428027
635,58895598.506571956,-3.799602931589937e-10,1104401.493428027
636,58895598.506571956,-3.8027650715957765e-10,1104401.493428027
637,58895598.506571956,-3.8015800823057483e-10,1104401.493428027
638,58895598.506571956,-3.796047963719852e-10,1104401.493428027
639,58895598.506571956,-3.786168715838088e-10,1104401.493428027
640,58895598.506571956,-3.7719423386604567e-10,1104401.493428027
641,58895598.506571956,-3.7533688321869566e-10,1104401.493428027
642,58895598.506571956,-3.7304481964175894e-10,1104401.493428027
643,58895598.506571956,-3.7031804313523546e-10,1104401.493428027
644,58895598.506571956,-3.6715655369912517e-10,1104401.493428027
645,58895598.506571956,-3.6356035133342806e-10,1104401.493428027
646,58895598.506571956,-3.595294360381442e-10,1104401.493428027
647,58895598.506571956,-3.550638078132736e-10,1104401.493428027
648,58895598.506571956,-3.501634666588162e-10,1104401.493428027
649,58895598.506571956,-3.44828412574772e-10,1104401.493428027
650,58895598.506571956,-3.3905864556114106e-10,1104401.493428027
651,58895598.506571956,-3.328541656179233e-10,1104401.493428027
652,58895598.506571956,-3.2621497274511877e-10,1104401.493428027
653,58895598.506571956,-3.191410669427275e-10,1104401.493428027
654,58895598.506571956,-3.1163244821074944e-10,1104401.493428027
655,58895598.506571956,-3.0368911654918454e-10,1104401.493428027
656,58895598.506571956,-2.953110719580329e-10,1104401.4934280268
657,58895598.506571956,-2.864983144372945e-10,1104401.4934280268
658,58895598.506571956,-2.772508439869693e-10,1104401.4934280268
659,58895598.506571956,-2.6756866060705737e-10,1104401.4934280268
660,58895598.506571956,-2.574517642975586e-10,1104401.4934280268
661,58895598.506571956,-2.469001550584731e-10,1104401.4934280268
662,58895598.506571956,-2.3591383288980083e-10,1104401.4934280268
663,58895598.506571956,-2.2449279779154174e-10,1104401.4934280268
664,58895598.506571956,-2.1263704976369587e-10,1104401.4934280268
665,58895598.506571956,-2.0034658880626324e-10,1104401.4934280268
666,58895598.506571956,-1.8762141491924382e-10,1104401.4934280268
667,58895598.506571956,-1.8112675813221515e-10,1104401.4934280268
668,58895598.506571956,-1.7808395762657985e-10,1104401.4934280268
669,58895598.506571956,-1.750411571209445e-10,1104401.4934280268
670,58895598.506571956,-1.7199835661530916e-10,1104401.4934280268
671,58895598.506571956,-1.6895555610967383e-10,1104401.4934280268
672,58895598.506571956,-1.659127556040385e-10,1104401.4934280268
673,58895598.506571956,-1.628699550984032e-10,1104401.4934280268
674,58895598.506571956,-1.5982715459276784e-10,1104401.4934280268
675,58895598.506571956,-1.567843540871325e-10,1104401.4934280266
676,58895598.506571956,-1.5374155358149718e-10,1104401.4934280266
677,58895598.506571956,-1.5069875307586185e-10,1104401.4934280266
678,58895598.506571956,-1.4765595257022655e-10,1104401.4934280266
679,58895598.506571956,-1.4461315206459121e-10,1104401.4934280266
680,58895598.506571956,-1.4157035155895586e-10,1104401.4934280266
681,58895598.506571956,-1.3852755105332053e-10,1104401.4934280266
682,58895598.506571956,-1.354847505476852e-10,1104401.4934280266
683,58895598.506571956,-1.3244195004204984e-10,1104401.4934280266
684,58895598.506571956,-1.2939914953641454e-10,1104401.4934280266
685,58895598.506571956,-1.263563490307792e-10,1104401.4934280266
686,58895598.506571956,-1.2331354852514388e-10,1104401.4934280266
687,58895598.506571956,-1.2027074801950854e-10,1104401.4934280266
688,58895598.506571956,-1.1722794751387321e-10,1104401.4934280266
689,58895598.506571956,-1.1418514700823788e-10,1104401.4934280266
690,58895598.506571956,-1.1114234650260255e-10,1104401.4934280266
691,58895598.506571956,-1.0809954599696722e-10,1104401.4934280266
692,58895598.506571956,-1.0505674549133189e-10,1104401.4934280266
693,58895598.506571956,-1.0201394498569656e-10,1104401.4934280266
694,58895598.506571956,-9.897114448006123e-11,1104401.4934280266
695,58895598.506571956,-9.59283439744259e-11,1104401.4934280266
696,58895598.506571956,-9.288554346879057e-11,1104401.4934280266
697,58895598.506571956,-8.984274296315524e-11,1104401.4934280266
698,58895598.506571956,-8.679994245751991e-11,1104401.4934280266
699,58895598.506571956,-8.375714195188458e-11,1104401.4934280266
700,58895598.506571956,-8.071434144624925e-11,1104401.4934280266
701,58895598.506571956,-7.767154094061392e-11,1104401.4934280266
702,58895598.506571956,-7.462874043497859e-11,1104401.4934280266
703,58895598.506571956,-7.158593992934326e-11,1104401.4934280266
704,58895598.506571956,-6.854313942370793e-11,1104401.4934280266
705,58895598.506571956,-6.55003389180726e-11,1104401.4934280266
706,58895598.506571956,-6.245753841243725e-11,1104401.4934280266
707,58895598.506571956,-5.941473790680193e-11,1104401.4934280266
708,58895598.506571956,-5.637193740116659e-11,1104401.4934280266
709,58895598.506571956,-5.332913689553126e-11,1104401.4934280266
710,58895598.506571956,-5.028633638989593e-11,1104401.4934280266
711,58895598.506571956,-4.72435358842606e-11,1104401.4934280266
712,58895598.506571956,-4.420073537862527e-11,1104401.4934280266
713,58895598.506571956,-4.255682144761895e-11,1104401.4934280266
714,58895598.506571956,-4.246732267378067e-11,1104401.4934280266
715,58895598.506571956,-4.237782389994238e-11,1104401.4934280266
716,58895598.506571956,-4.22883251261041e-11,1104401.4934280266
717,58895598.506571956,-4.219882635226581e-11,1104401.4934280266
718,58895598.506571956,-4.210932757842753e-11,1104401.4934280266
719,58895598.506571956,-4.201982880458924e-11,1104401.4934280266
