date,t,infetti best fit,infetti upper lim,infetti lower lim
2020-12-08,288,0.0007867249537246152,0.0010772718864702463,0.0004961780209789841
2020-12-09,289,0.0007325066906465325,0.0010030301705176198,0.00046198321077544545
2020-12-10,290,0.0006820242813262963,0.000933904003787423,0.00043014455886516967
2020-12-11,291,0.0006350205704625863,0.0008695412604506006,0.00040049988047457206
2020-12-12,292,0.0005912559923299904,0.0008096139002947167,0.0003728980843652641
2020-12-13,293,0.0005505070810375076,0.0007538159288031101,0.0003471982332719052
2020-12-14,294,0.0005125661696283845,0.0007018629851287015,0.0003232693541280674
2020-12-15,295,0.000477240020898738,0.0006534904672575629,0.00030098957453991325
2020-12-16,296,0.0004443482278076385,0.0006084513416713152,0.00028024511394396183
2020-12-17,297,0.00041372304606184825,0.0005665159141034108,0.00026093017802028583
2020-12-18,298,0.00038520846523016364,0.0005274705576048933,0.000242946372855434
2020-12-19,299,0.00035865894120583276,0.0004911159768900308,0.00022620190552163482
2020-12-20,300,0.0003339389766314309,0.0004572666338070793,0.00021061131945578247
2020-12-21,301,0.0003109226358765767,0.0004257500831914712,0.0001960951885616822
2020-12-22,302,0.0002894926822045418,0.00039640579137773527,0.00018257957303134835
2020-12-23,303,0.0002695395733983829,0.00036908376089835,0.00016999538589841578
2020-12-24,304,0.00025096155559529184,0.00034364465897224124,0.00015827845221834248
2020-12-25,305,0.0002336640029122232,0.0003199589132462571,0.00014736909257818926
2020-12-26,306,0.0002175585999558861,0.00029790559239632525,0.00013721160751544695
2020-12-27,307,0.0002025631177540794,0.00027737209930755015,0.00012775413620060865
2020-12-28,308,0.00018860113371215473,0.00025825378760724966,0.00011894847981705981
2020-12-29,309,0.00017560150511137417,0.00024045324071996047,0.0001107497695027879
2020-12-30,310,0.00016349778369820035,0.0002238794702575528,0.00010311609713884793
2020-12-31,311,0.0001522282442178417,0.00020844795509055518,9.600853334512823e-05
2021-01-01,312,0.0001417354960234916,0.0001940801095200415,8.939088252694173e-05
2021-01-02,313,0.00013196595936400854,0.0001807025661520889,8.32293525759282e-05
2021-01-03,314,0.00012286974200874877,0.00016824700695868602,7.749247705881154e-05
2021-01-04,315,0.0001144004749693997,0.00015664993832967502,7.215101160912438e-05
2021-01-05,316,0.00010651499154152523,0.0001458522515805018,6.717773150254866e-05
2021-01-06,317,9.917298457296518e-05,0.00013579875364573698,6.25472155001934e-05
2021-01-07,318,9.233700609124024e-05,0.00012643816656887708,5.8235845613603425e-05
2021-01-08,319,8.597221140386243e-05,0.00011772277709583974,5.422164571188513e-05
2021-01-09,320,8.004617250641239e-05,0.00010960818117241274,5.048416384041206e-05
2021-01-10,321,7.45285531148048e-05,0.00010205283896204914,4.7004267267560465e-05
2021-01-11,322,6.93912460463916e-05,9.50182629634548e-05,4.3764229129328395e-05
2021-01-12,323,6.460804489760425e-05,8.846856843485785e-05,4.0747521360350645e-05
2021-01-13,324,6.0154434984221135e-05,8.237018712601709e-05,3.793868284242519e-05
2021-01-14,325,5.600771708903978e-05,7.669203672738917e-05,3.5323397450690395e-05
2021-01-15,326,5.2146825925090925e-05,7.140527228963704e-05,3.288837956054481e-05
2021-01-16,327,4.855222172143892e-05,6.648313777076991e-05,3.062130567210793e-05
2021-01-17,328,4.5205545952434464e-05,6.190049462209246e-05,2.851059728277647e-05
2021-01-18,329,4.208965410533745e-05,5.763386665730259e-05,2.6545441553372314e-05
2021-01-19,330,3.91886166828345e-05,5.366144142525068e-05,2.4715791940418326e-05
2021-01-20,331,3.648752775442483e-05,4.996280805706298e-05,2.3012247451786678e-05
2021-01-21,332,3.3972478416471e-05,4.6518920924671785e-05,2.1426035908270224e-05
2021-01-22,333,3.1630870630848916e-05,4.3312529383831566e-05,1.9949211877866273e-05
2021-01-23,334,2.9450777406648283e-05,4.032730166327078e-05,1.8574253150025785e-05
2021-01-24,335,2.742097235834463e-05,3.7547865339050264e-05,1.7294079377639004e-05
2021-01-25,336,2.553087963679382e-05,3.4959738774475245e-05,1.6102020499112393e-05
2021-01-26,337,2.3770847669603094e-05,3.254970595605879e-05,1.49919893831474e-05
2021-01-27,338,2.2132195514147187e-05,3.0305879965260952e-05,1.3958511063033426e-05
2021-01-28,339,2.0606558131996118e-05,2.8216806454933844e-05,1.2996309809058393e-05
2021-01-29,340,1.918608609216649e-05,2.627173710537163e-05,1.2100435078961353e-05
2021-01-30,341,1.786340432954205e-05,2.4460573151722605e-05,1.1266235507361498e-05
2021-01-31,342,1.663191709474899e-05,2.2774282955499938e-05,1.048955123399804e-05
2021-02-01,343,1.548541981735639e-05,2.1204370524220866e-05,9.766469110491915e-06
2021-02-02,344,1.44180209436464e-05,1.9742768482930742e-05,9.093273404362061e-06
2021-02-03,345,1.3424166624179642e-05,1.8381871879181566e-05,8.466461369177722e-06
2021-02-04,346,1.2498444100582432e-05,1.71142689582087e-05,7.882619242956166e-06
2021-02-05,347,1.1637029239617513e-05,1.593472328864295e-05,7.339335190592075e-06
2021-02-06,348,1.083491749967738e-05,1.4836382091818903e-05,6.833452907535859e-06
2021-02-07,349,1.0088071325764097e-05,1.3813716695398447e-05,6.3624259561297485e-06
2021-02-08,350,9.392622818055294e-06,1.286143073790405e-05,5.9238148982065375e-06
2021-02-09,351,8.745107265312608e-06,1.1974779948807424e-05,5.515434581817793e-06
2021-02-10,352,8.14230602136073e-06,1.1149356997413462e-05,5.135255045308001e-06
2021-02-11,353,7.581091838913475e-06,1.0380879706618846e-05,4.781303971208105e-06
2021-02-12,354,7.058539693682993e-06,9.665342805689981e-06,4.4517365816760065e-06
2021-02-13,355,6.571926784379782e-06,8.999017930263009e-06,4.1448356384965566e-06
2021-02-14,356,6.118730961209718e-06,8.378451470465998e-06,3.859010451953439e-06
2021-02-15,357,5.6966284639847955e-06,7.80046147368694e-06,3.5927954542826506e-06
2021-02-16,358,5.303499638212628e-06,7.262145471683451e-06,3.3448538047418057e-06
2021-02-17,359,4.937426686924748e-06,6.760877402134374e-06,3.113975971715123e-06
2021-02-18,360,4.5966935247764185e-06,6.294307408856914e-06,2.8990796406959233e-06
2021-02-19,361,4.279735337070293e-06,5.860292772374583e-06,2.699177901766004e-06
2021-02-20,362,3.984648697769629e-06,5.456227108654877e-06,2.513070286884382e-06
2021-02-21,363,3.7098369543850943e-06,5.079924102352037e-06,2.339749806418152e-06
2021-02-22,364,3.4539391873586202e-06,4.729520230041882e-06,2.1783581446753597e-06
